author,idn,place,recipient,title,year,location,point,lat,lon
"Schnack, Friedrich",998513245,Überlingen am Bodensee,"Heilbut, Iwan",Korrespondenz,1948-1948,"Jugendvereinshaus Bodensee-Yacht-Club Überlingen, Seestraße, Nußdorf, Überlingen, Verwaltungsgemeinschaft Überlingen, Bodenseekreis, Regierungsbezirk Tübingen, Baden-Württemberg, 88662, Deutschland","(47.763907, 9.16387708374472, 0.0)",47.763907,9.16387708374472
"Schneider, Georg",99851392X,Coburg,"Heilbut, Iwan",Korrespondenz,1948-1948,"Coburg, Oberfranken, Bayern, 96450, Deutschland","(50.2645054, 10.9713992, 0.0)",50.2645054,10.9713992
"Schneidt, Christl",998516090,Badgastein,"Heilbut, Iwan",Korrespondenz,1965-1965,"Badgastein, Sokolovská, Bedřichov, Bedřichov u Jihlavy, Jihlava, okres Jihlava, Kraj Vysočina, Jihovýchod, 58601, Česká republika","(49.4129235, 15.590702, 0.0)",49.4129235,15.590702
"Schönberg, Frieda",998519510,"Baldwin, NY","Heilbut, Iwan",Korrespondenz,1961-1961,"Baldwin, Nassau County, New York, 11510, United States","(40.6564913, -73.6092953, 0.0)",40.6564913,-73.6092953
"Schönlank, Erich",998568074,Amsterdam u.a.,"Heilbut, Iwan",Korrespondenz,1940-1955,"Batterij bij Durgerdam, Vuurtoreneiland, Amsterdam, Noord-Holland, Nederland, 1026CP, Nederland","(52.3724049, 5.01346646717234, 0.0)",52.3724049,5.01346646717234
"Schoepke, Helmut",998569038,Merseburg,"Heilbut, Iwan",Korrespondenz,1948-1949,"Merseburg, Saalekreis, Sachsen-Anhalt, 06217, Deutschland","(51.3564413, 11.996148, 0.0)",51.3564413,11.996148
"Schulze, Verena",998570737,Köln-Lindenthal,"Heilbut, Iwan",Korrespondenz,1962-1963,"Lindenthal, Köln, Regierungsbezirk Köln, Nordrhein-Westfalen, Deutschland","(50.9359354, 6.8712464591618, 0.0)",50.9359354,6.8712464591618
"Ganzer, Karl",998593273,Augsburg,"Heilbut, Iwan",Korrespondenz,1955-1955,"Augsburg, Schwaben, Bayern, Deutschland","(48.3668041, 10.8986971, 0.0)",48.3668041,10.8986971
"Schwarz, Hilde",998725870,Stockdorf bei München,"Heilbut, Iwan",Korrespondenz,1961-1961,"Tannroda, Landkreis Weimarer Land, Thüringen, 99438, Deutschland","(50.8596222, 11.2460637, 0.0)",50.8596222,11.2460637
"Seiderer, Hermann",998746371,Rosenheim,"Heilbut, Iwan",Korrespondenz,1968-1968,"Rosenheim, Oberbayern, Bayern, Deutschland","(47.8482721, 12.1159716764184, 0.0)",47.8482721,12.1159716764184
"Sellenthin, Hans Gerd",99874655X,Berlin-Lichtenrade u.a.,"Heilbut, Iwan",Korrespondenz,1959-1966,,,,
"Hirschfeld, Curt",996388109,Berlin-Lankwitz,"Heilbut, Iwan",Korrespondenz,1966-1966,"S Lankwitz, Kaulbachstraße, Lankwitz, Steglitz-Zehlendorf, Berlin, 12247, Deutschland","(52.4387852, 13.3420633, 0.0)",52.4387852,13.3420633
"Holzer, Else Agathe",996396446,"Fleischmanns, NY","Heilbut, Iwan",Korrespondenz,1949-1949,"Fleischmanns, Town of Middletown, Delaware County, New York, United States","(42.1553663, -74.5323753, 0.0)",42.1553663,-74.5323753
"Daniels, Eleanor",996400362,"Boston, Mass.","Heilbut, Iwan",Korrespondenz,1944-1946,"Boston, Suffolk County, Massachusetts, United States of America","(42.3602534, -71.0582912, 0.0)",42.3602534,-71.0582912
"Kohn, Hein",996433872,Hilversum,"Heilbut, Iwan",Korrespondenz,1962-1972,"Hilversum, Noord-Holland, Nederland","(52.23158695, 5.17349360239234, 0.0)",52.23158695,5.17349360239234
"Bauer, A.",996434291,Berlin-Dahlem,"Heilbut, Iwan",Korrespondenz,1960-1960,"Berlin-Dahlem, Albrecht-Thaer-Weg, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland","(52.4662332, 13.2982478, 0.0)",52.4662332,13.2982478
"Meyer, Tilly",99444768X,Berlin-Dahlem,"Heilbut, Iwan",Korrespondenz,1958-1958,"Berlin-Dahlem, Albrecht-Thaer-Weg, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland","(52.4662332, 13.2982478, 0.0)",52.4662332,13.2982478
"Laubrinus, ...",994789807,Berlin-Dahlem,"Heilbut, Iwan",Korrespondenz,1955-1956,"Berlin-Dahlem, Albrecht-Thaer-Weg, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland","(52.4662332, 13.2982478, 0.0)",52.4662332,13.2982478
"Jacobsen, Karin",996523162,Berlin-Siemensstadt,"Heilbut, Iwan",Korrespondenz,1946-1956,"Siemensstadt, Spandau, Berlin, 13629, Deutschland","(52.5398082, 13.2568934, 0.0)",52.5398082,13.2568934
"Jacobsen, Poul",996523936,Hjerting,"Heilbut, Iwan",Korrespondenz,1945-1949,"Hjerting, Vejen Kommune, Region Syddanmark, Danmark","(55.3916391, 9.0389475, 0.0)",55.3916391,9.0389475
"Jacobson, Anna",996526684,"Santa Monica, Calif.","Heilbut, Iwan",Korrespondenz,1948-1963,"Santa Monica, Los Angeles County, California, United States","(34.0250724, -118.4965129, 0.0)",34.0250724,-118.4965129
"Jakobsen, Jens",996527885,Hjerting/DK,"Heilbut, Iwan",Korrespondenz,1947-1947,"Hjerting, Vejen Kommune, Region Syddanmark, Danmark","(55.3916391, 9.0389475, 0.0)",55.3916391,9.0389475
"Jackson, Felix",996597158,"Encino, Calif.","Heilbut, Iwan",Korrespondenz,1942-1942,"Encino, Los Angeles, Los Angeles County, California, 91316-3402, United States","(34.1591324, -118.5016166, 0.0)",34.1591324,-118.5016166
"Jonas, Klaus W.",996597441,"New Brunswick, NJ","Heilbut, Iwan",Korrespondenz,1951-1951,"New Brunswick, Middlesex County, New Jersey, United States of America","(40.4862174, -74.4518173, 0.0)",40.4862174,-74.4518173
"Keller, Josef",996597689,Starnberg,"Heilbut, Iwan",Korrespondenz,1962-1971,"Starnberg, Landkreis Starnberg, Oberbayern, Bayern, 82319, Deutschland","(48.0001038, 11.3508972, 0.0)",48.0001038,11.3508972
"Kasper, Ottilie",996609954,Gauting u.a.,"Heilbut, Iwan",Korrespondenz,1963-1964,"AE, Flowers Street, Capital Park, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0084, South Africa","(-25.72749, 28.20431, 0.0)",-25.72749,28.20431
"Kattler, Alexandra",996611177,Karlsruhe u.a.,"Heilbut, Iwan",Korrespondenz,1953-1953,"A, Innenstadt-Ost Nordöstlicher Teil, Innenstadt-Ost, Karlsruhe, Regierungsbezirk Karlsruhe, Baden-Württemberg, 76131, Deutschland","(49.00978905, 8.41701888735632, 0.0)",49.00978905,8.41701888735632
"Kent, Rockwell",996625267,"Ausable Forks, NY","Heilbut, Iwan",Korrespondenz,1941-1943,"Ausable Forks, Maywood, Town of Colonie, Albany County, New York, 12205, United States","(42.748876, -73.8548382490204, 0.0)",42.748876,-73.8548382490204
"Kienzl, Florian",996637338,Berlin-Schlachtensee,"Heilbut, Iwan",Korrespondenz,1957-1957,"S Schlachtensee, Am Schlachtensee, Nikolassee, Steglitz-Zehlendorf, Berlin, 14163, Deutschland","(52.440088, 13.2154373, 0.0)",52.440088,13.2154373
"Klitscher, Hermann",996656480,Marburg an der Lahn,"Heilbut, Iwan",Korrespondenz,1948-1949,,,,
"Kockerols, Friedrich Adolf",996664297,Hannover-Ricklingen,"Heilbut, Iwan",Korrespondenz,1968-1968,"Ricklingen, Hannover, Region Hannover, Niedersachsen, Deutschland","(52.33402555, 9.7064369911218, 0.0)",52.33402555,9.7064369911218
"Kogon, Eugen",99666534X,Oberursel im Taunus,"Heilbut, Iwan",Korrespondenz,1946-1946,"1, Neubronner GmbH & Co.KG, Oberursel, Hochtaunuskreis, Regierungsbezirk Darmstadt, Hessen, 61440, Deutschland","(50.2133037, 8.55806389143324, 0.0)",50.2133037,8.55806389143324
"Kowaliska, Irene",999677500,Stromboli,"Heilbut, Iwan",Korrespondenz,1961-1961,"Stromboli, Lipari, Messina, Sicilia, Italia","(38.7920733, 15.2150086, 0.0)",38.7920733,15.2150086
"Kraft, Helga",996674047,Baldham bei München,"Heilbut, Iwan",Korrespondenz,1970-1971,"E-Sport Club München, 15-19, Gustav-Mahler-Weg, Vaterstetten, Landkreis Ebersberg, Oberbayern, Bayern, 85598, Deutschland","(48.1050373, 11.7872203, 0.0)",48.1050373,11.7872203
"Kreuder, Ernst",996722505,Darmstadt-Eberstadt,"Heilbut, Iwan",Korrespondenz,1948-1948,"Darmstadt-Eberstadt, An der Eisenbahn, Eberstadt, Darmstadt, Regierungsbezirk Darmstadt, Hessen, 64297, Deutschland","(49.8144694, 8.6259571, 0.0)",49.8144694,8.6259571
"Kreutz, Heinrich",996722580,"Rottmannshöhe, Post Assenhausen","Heilbut, Iwan",Korrespondenz,1951-1951,"Rottmannshöhe, Berg, Landkreis Starnberg, Oberbayern, Bayern, 82335, Deutschland","(47.9488139, 11.347591, 0.0)",47.9488139,11.347591
"Krolow, Karl",996722955,Göttingen,"Heilbut, Iwan",Korrespondenz,1948-1949,"Göttingen, Landkreis Göttingen, Niedersachsen, Deutschland","(51.5327604, 9.9352051, 0.0)",51.5327604,9.9352051
"Lippert, Albert",994471033,Göttingen,"Heilbut, Iwan",Korrespondenz,1954-1954,"Göttingen, Landkreis Göttingen, Niedersachsen, Deutschland","(51.5327604, 9.9352051, 0.0)",51.5327604,9.9352051
"Hampe, Johann Christoph",99592693X,Göttingen,"Heilbut, Iwan",Korrespondenz,1948-1948,"Göttingen, Landkreis Göttingen, Niedersachsen, Deutschland","(51.5327604, 9.9352051, 0.0)",51.5327604,9.9352051
"Kronacher, Alwin",996723161,"Forest Hills, NY","Heilbut, Iwan",Korrespondenz,1949-1950,"Forest Hills, 71st Avenue, Forest Hills Gardens, Queens, Queens County, New York, 11375, United States of America","(40.7195766, -73.8448686, 0.0)",40.7195766,-73.8448686
"Kruse, Heinz",996724966,Janneby über Flensburg u.a.,"Heilbut, Iwan",Korrespondenz,1949-1952,,,,
"Kruse, Ina",996726268,Grötzingen,,Korrespondenz,1949-1949,"Grötzingen, Karlsruhe, Regierungsbezirk Karlsruhe, Baden-Württemberg, 76229, Deutschland","(49.02214685, 8.50776838442887, 0.0)",49.02214685,8.50776838442887
"Krushel, Jacqueline",996727736,Nice,"Heilbut, Iwan",Korrespondenz,1963-1967,"Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, France","(43.7009358, 7.2683912, 0.0)",43.7009358,7.2683912
"Dèvignes, Yvonne",994489285,Nice,"Heilbut, Iwan",Korrespondenz,1963-1964,"Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, France","(43.7009358, 7.2683912, 0.0)",43.7009358,7.2683912
"Lackner, Stephan",996740945,"Santa Barbara, Calif.","Heilbut, Iwan",Korrespondenz,1942-1942,"Santa Barbara, Santa Barbara County, California, United States","(34.4221319, -119.7026673, 0.0)",34.4221319,-119.7026673
"Trautmann, Lothar",999363905,Berlin-Zehlendorf,"Heilbut, Iwan",Korrespondenz,1959-1959,"S Zehlendorf, Teltower Damm, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14169, Deutschland","(52.4310735, 13.2585888, 0.0)",52.4310735,13.2585888
"Lange, Horst",99674715X,Feusisberg/CH,"Heilbut, Iwan",Korrespondenz,1948-1949,"Feusisberg, Höfe, Schwyz, 8835, Schweiz/Suisse/Svizzera/Svizra","(47.1867433, 8.7486302, 0.0)",47.1867433,8.7486302
"Langgässer, Elisabeth",996747370,Alsbach (Bergstrasse),"Heilbut, Iwan",Korrespondenz,1948-1948,"Bergstraße, Alsbach, Ransbach-Baumbach, Westerwaldkreis, Rheinland-Pfalz, 56237, Deutschland","(50.4620939, 7.6626023, 0.0)",50.4620939,7.6626023
"Laubenthal, Michaela",99674844X,Ebenhausen u.a.,"Heilbut, Iwan",Korrespondenz,1950-1951,"Ebenhausen, Landkreis Bad Kissingen, Unterfranken, Bayern, 97714, Deutschland","(50.1294308, 10.1326604, 0.0)",50.1294308,10.1326604
"Lehmann, Wilhelm",99677744X,Eckernförde,"Heilbut, Iwan",Korrespondenz,1948-1948,"Eckernförde, Rendsburg-Eckernförde, Schleswig-Holstein, 24340, Deutschland","(54.4716456, 9.8374947, 0.0)",54.4716456,9.8374947
"Lesser, Eva",996809597,Camp de Gurs,"Heilbut, Iwan",Korrespondenz,1940-1940,"Musée du Camp de Gurs, D 836, Gurs, Oloron-Sainte-Marie, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64190, France","(43.2736143, -0.739194495649604, 0.0)",43.2736143,-0.739194495649604
"Heilbut, Iwan",999674536,Landshut,"Weber, Willibald",Korrespondenz,1953-1953,"Landshut, Niederbayern, Bayern, Deutschland","(48.5457171, 12.2081029, 0.0)",48.5457171,12.2081029
"Blumenthal, Siegfried",1000497178,Berlin-Halensee,"Heilbut, Charlotte",Korrespondenz,1955-1955,"Berlin-Halensee, Bornstedter Straße, Halensee, Charlottenburg-Wilmersdorf, Berlin, 10711, Deutschland","(52.4995482, 13.2849417, 0.0)",52.4995482,13.2849417
"Danzoll, Charles Graves",1000508307,"Jersey City, NJ","Heilbut, Charlotte",Korrespondenz,1961-1961,"Jersey City, Hudson County, New Jersey, United States of America","(40.7281575, -74.0776417, 0.0)",40.7281575,-74.0776417
"Heilbut, Francis",1000574717,Den Haag,"Heilbut, Charlotte",Korrespondenz,1963-1967,"Den Haag, Zuid-Holland, Nederland","(52.07494555, 4.26968022053645, 0.0)",52.07494555,4.26968022053645
"Holman, Hella Maria",1000579530,"Springfield, Ill.","Heilbut, Francis",Korrespondenz,1996-1996,"East Springfield, Sangamon County, Illinois, 62769, United States","(39.798106, -89.6273211, 0.0)",39.798106,-89.6273211
"Lazarus, Harold",1000592170,"Hempstead, NY","Heilbut, Charlotte",Korrespondenz,1958-1958,"Hempstead, Nassau County, New York, United States","(40.7063185, -73.618684, 0.0)",40.7063185,-73.618684
"Leip, Hans",1000613348,Hamburg-Blankenese u.a.,"Liedke, Herbert R.",Korrespondenz,1947-1948,,,,
"Leip, Hans",100066595X,Hamburg-Blankenese,"Perleberg, Gilbert",Korrespondenz,1947-1947,"Blankenese, Erik-Blumenfeld-Platz, Blankenese, Altona, Hamburg, 22587, Deutschland","(53.5644641, 9.8152673, 0.0)",53.5644641,9.8152673
"Liedke, Herbert R.",1000666174,"West Englewood, NJ","Leip, Hans",Korrespondenz,1947-1948,"West Englewood, Teaneck Township, Bergen County, New Jersey, 07666, United States","(40.9020512, -74.0046211, 0.0)",40.9020512,-74.0046211
"Meyer, Elisabeth",1000673510,"Miami, Fla.","Heilbut, Charlotte",Korrespondenz,1951-1953,"Miami Terrace Mobile Home, Miami-Dade County, Florida, 33144, United States","(25.7594444, -80.3088889, 0.0)",25.7594444,-80.3088889
"Meyer, Maximo",1000673839,Buenos Aires,"Heilbut, Charlotte",Korrespondenz,1961-1968,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","(-34.6075616, -58.437076, 0.0)",-34.6075616,-58.437076
"Meyer, Rosa",1000675599,Svesterberg,"Heilbut, Charlotte",Korrespondenz,1940-1941,,,,
"Meyer, Werner",1000681440,Johannesburg,,Korrespondenz,1952-1961,"Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa","(-26.205, 28.049722, 0.0)",-26.205,28.049722
"Novotná, Jarmila",1000684865,Prag,"Heilbut, Francis",Korrespondenz,1982-1993,"Praha, okres Hlavní město Praha, Hlavní město Praha, Praha, Česká republika","(50.0874654, 14.4212535, 0.0)",50.0874654,14.4212535
"Pries, Janice",1000690962,"Geneva, NY","Heilbut, Francis",Korrespondenz,2001-2001,"Geneva, Geneva Town, Ontario County, New York, 14456, United States","(42.8690271, -76.9786122, 0.0)",42.8690271,-76.9786122
"Reith, Katy R. de",1000694615,Vicente López,"Heilbut, Charlotte",Korrespondenz,1960-1961,"Vicente López, Partido de Vicente López, Buenos Aires, Argentina","(-34.5244484, -58.5036282, 0.0)",-34.5244484,-58.5036282
"Rudolf, Max",1000697282,"Cincinnati, Ohio","Heilbut, Francis",Korrespondenz,1961-1961,"Cincinnati, Hamilton County, Ohio, United States of America","(39.1014537, -84.5124602, 0.0)",39.1014537,-84.5124602
"Buttenwieser, Hilda",994334346,"Cincinnati, Ohio","Heilbut, Iwan",Korrespondenz,1940-1940,"Cincinnati, Hamilton County, Ohio, United States of America","(39.1014537, -84.5124602, 0.0)",39.1014537,-84.5124602
"Sauvage, Pierre",1000735648,Los Angeles,"Heilbut, Francis",Korrespondenz,1999-1999,"Los Angeles, Los Angeles County, California, United States of America","(34.0536909, -118.2427666, 0.0)",34.0536909,-118.2427666
"Bührer, Jakob",994254717,"Verscio, Tessin","Heilbut, Iwan",Korrespondenz,1948-1948,"Verscio, Circolo della Melezza, Distretto di Locarno, Ticino, 6653, Schweiz/Suisse/Svizzera/Svizra","(46.18599, 8.7312069, 0.0)",46.18599,8.7312069
"Buerkle, Werner Jakob",994255551,Tutzing bei München,"Heilbut, Iwan",Korrespondenz,1948-1951,,,,
"Krüger, Answald",994344511,Berlin-Spandau,"Heilbut, Iwan",Korrespondenz,1955-1955,"Berlin-Spandau, Am Bahnhof Spandau, Spandau, Berlin, 13597, Deutschland","(52.5347694, 13.1956287, 0.0)",52.5347694,13.1956287
"Wheelock, John Hall",994350554,"New york, NY","Heilbut, Iwan",Korrespondenz,1949-1949,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Flesch, Philipp",994867999,"New york, NY","Heilbut, Iwan",Korrespondenz,1948-1948,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152
"Cohn, Ruth C.",994369840,"Englewood, NJ u.a.","Heilbut, Iwan",Korrespondenz,1948-1949,"Englewood, Bergen County, New Jersey, 07361, United States","(40.8928771, -73.9726381, 0.0)",40.8928771,-73.9726381
"Cohn, Vera",994370849,"Scarsdale, NY","Heilbut, Iwan",Korrespondenz,1941-1941,"Scarsdale, Westchester County, New York, 10583, United States","(40.9690798, -73.7635316, 0.0)",40.9690798,-73.7635316
"Diem-Tilp, Ida",994633165,Baierbrunn u.a.,"Heilbut, Iwan",Korrespondenz,1953-1954,"Baierbrunn, Landkreis München, Oberbayern, Bayern, 82065, Deutschland","(48.0204773, 11.4865462, 0.0)",48.0204773,11.4865462
"Diestel, Hedwig",994633785,Freiburg im Breisgau u.a.,"Heilbut, Iwan",Korrespondenz,1968-1971,"A, 118, Eschholzstraße, Haslach-Egerten, Haslach, Freiburg im Breisgau, Regierungsbezirk Freiburg, Baden-Württemberg, 79115, Deutschland","(47.9914285, 7.83023195401719, 0.0)",47.9914285,7.83023195401719
"Dolle, Elisabeth",994640293,Obernzell an der Donau,"Heilbut, Iwan",Korrespondenz,1946-1964,,,,
"Wenzel, ...",994658931,Dortmund,"Heilbut, Iwan",Korrespondenz,1949-1949,"Dortmund, Regierungsbezirk Arnsberg, Nordrhein-Westfalen, 44135, Deutschland","(51.5142273, 7.4652789, 0.0)",51.5142273,7.4652789
"Dunay, Karl",994666489,Berlin-Siemenstadt,"Heilbut, Iwan",Korrespondenz,1945-1945,,,,
"Eckehard, Gabriele",994673116,"New Rochelle, NY","Heilbut, Iwan",Korrespondenz,1941-1941,"New Rochelle, Westchester County, New York, United States of America","(40.9115386, -73.7826363, 0.0)",40.9115386,-73.7826363
"Edel, Gottfried",994674538,Mainz u.a.,"Heilbut, Iwan",Korrespondenz,1964-1971,"Bonifazius-Türme (Turm A), 3, Rhabanusstraße, Neustadt, Mainz, Rheinland-Pfalz, 55118, Deutschland","(50.003284, 8.25970230065342, 0.0)",50.003284,8.25970230065342
"Eich, Günter",994686528,Geisenhausen bei Landshut,"Heilbut, Iwan",Korrespondenz,1948-1948,"Geisenhausen, Landkreis Landshut, Niederbayern, Bayern, 84144, Deutschland","(48.4733985, 12.2575827, 0.0)",48.4733985,12.2575827
"Eigenbrodt, Karl-Wilhelm",994686935,"Gimsheim, Kreis Worms","Heilbut, Iwan",Korrespondenz,1948-1948,,,,
"Eisenstaedt, Karl",994736436,Jamnagar/Indien,,Korrespondenz,1942-1967,"Jamnagar, Jamnagar City Taluka, Jamnagar District, Gujarat, India","(22.4732415, 70.0552102, 0.0)",22.4732415,70.0552102
"Emundts-Draeger, Elisabeth",994771592,Köln-Königsforst,"Heilbut, Iwan",Korrespondenz,1948-1948,"Königsforst, Rösrather Straße, Rath/Heumar, Kalk, Köln, Regierungsbezirk Köln, Nordrhein-Westfalen, 51107, Deutschland","(50.9199014, 7.0963871, 0.0)",50.9199014,7.0963871
"Engel, Waltraud",994785615,Königstein/Ts.,"Heilbut, Iwan",Korrespondenz,1971-1971,"Königstein (Ts), Bussteig A, Königstein im Taunus, Schneidhain, Königstein, Hochtaunuskreis, Regierungsbezirk Darmstadt, Hessen, 61462, Deutschland","(50.1778905, 8.4686865, 0.0)",50.1778905,8.4686865
"Erbslöh, Marga",99478922X,Berchtesgaden,"Heilbut, Iwan",Korrespondenz,1965-1965,"Berchtesgaden, Landkreis Berchtesgadener Land, Oberbayern, Bayern, 83471, Deutschland","(47.63108, 13.0021634, 0.0)",47.63108,13.0021634
"Hartwig, John George",994790708,"St. Louis, Mo.","Heilbut, Iwan",Korrespondenz,1943-1943,"St. Louis, City of Saint Louis, Missouri, United States of America","(38.6268039, -90.1994097, 0.0)",38.6268039,-90.1994097
"Feder, Ernst",994859619,Rio de Janeiro,,Korrespondenz,1942-1968,"Rio de Janeiro, Microrregião Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","(-22.9110137, -43.2093727, 0.0)",-22.9110137,-43.2093727
"Fischer, Hedwig",994864833,"Old Greenwich, Conn.","Heilbut, Iwan",Korrespondenz,1947-1949,"Old Greenwich, Fairfield, Connecticut, CT 06870, United States","(41.022875, -73.564846, 0.0)",41.022875,-73.564846
"Heilbut, Iwan",996529055,Fulda,"Jennerich, Louise",Korrespondenz,1952-1952,"Fulda, Landkreis Fulda, Regierungsbezirk Kassel, Hessen, Deutschland","(50.5521486, 9.676511, 0.0)",50.5521486,9.676511
"Heilbut, Iwan",996598022,"München, Nizza u.a.","Keller, Josef",Korrespondenz,1961-1971,,,,
"Heilbut, Iwan",996722068,Tel-Aviv,"Kreisselmeier, Hermann",Korrespondenz,1965-1971,"תל אביב-יפו, מחוז תל אביב, ישראל","(32.0804808, 34.7805274, 0.0)",32.0804808,34.7805274
"Struß, Dieter",998779458,Gütersloh,"Heilbut, Iwan",Korrespondenz,1960-1960,"Gütersloh, Kreis Gütersloh, Regierungsbezirk Detmold, Nordrhein-Westfalen, Deutschland","(51.9063997, 8.3782078, 0.0)",51.9063997,8.3782078
"Slawinski-Stiller, Gabriele",998814016,Ulm,"Heilbut, Iwan",Korrespondenz,1950-1950,"Ulm, Regierungsbezirk Tübingen, Baden-Württemberg, Deutschland","(48.3974003, 9.9934336, 0.0)",48.3974003,9.9934336
"Deharde, Gustav",999224131,Ulm,"Heilbut, Iwan",Korrespondenz,1952-1952,"Ulm, Regierungsbezirk Tübingen, Baden-Württemberg, Deutschland","(48.3974003, 9.9934336, 0.0)",48.3974003,9.9934336
